Date,ID,plot_number,disk,AqI,AqE,tqE,AqM,tqM,maxNPQ,Year,Ta,VPD,Precip,Fsd,Ta_7day,VPD_7day,Precip_7day,Fsd_7day,Precip_7day_sum,Precip_cum
6/24/21,NAM10,36,7,0.277215003,2.327832912,1.9785,1.063700192,17.8881,3.67,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM10,123,45,0.265166139,1.795407727,0.7696,1.819441491,20.9,3.88,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM10,123,38,0.299157721,1.789263796,0.90541,1.481566267,22.8653,3.57,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM10,36,21,0.746173586,1.908594241,1.4575,0.825264,26.2192,3.48,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM10,136,5,0.118511427,2.186586099,0.86616,2.074913628,28.2394,4.38,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM30,137,90,0.289005244,2.123270907,1.3562,1.527369746,14.1226,3.94,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM10,123,30,0.262402994,2.154646144,1.2704,1.432581521,12.9961,3.85,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM10,70,68,0.304359291,2.545618431,0.88499,1.719983872,14.4052,4.57,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM11,26,51,0.264512765,2.2856427,1.2767,1.449494514,15.0825,4,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM11,62,65,0.28762609,2.118403428,1.5566,1.703016874,15.361,4.11,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM11,26,60,0.441932148,1.886747037,0.8428,1.151276032,16.865,3.48,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM11,111,40,0.261632937,1.887832692,1.226,1.14020711,17.4262,3.29,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM11,150,62,0.297471763,2.505958424,1.4494,1.305980584,17.5707,4.11,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM31,139,28,0.392786964,2.02201612,1.0067,1.625105287,12.5071,4.04,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM31,60,2,0.315319863,2.251642283,1.4904,1.482478722,14.0114,4.05,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM31,60,10,0.318966335,2.505582058,0.041536,1.565778726,14.0214,4.39,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM31,17,92,0.30396355,2.2983904,0.80792,1.647642055,14.2249,4.25,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM31,139,43,0.334199743,2.024583884,0.82825,1.891217405,14.245,4.25,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM11,150,55,0.367859738,2.193953865,1.6982,1.346637142,11.4841,3.91,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM11,62,58,0.306843846,1.808433206,0.97162,1.68467507,13.8492,3.8,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM11,26,66,0.305345007,2.139468643,1.2266,1.754776856,14.8213,4.2,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM4,106,71,0.250471966,2.590859564,1.3606,1.208799181,19.7906,4.05,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM4,106,54,0.3174838,2.213685432,1.1262,1.108740788,25.1251,3.64,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM4,28,23,0.099374625,1.864342138,0.77733,1.976289257,26.066,3.94,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM4,127,44,0.316311664,1.879910413,0.011512,1.843679381,27.6021,4.04,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM4,106,63,0.107819866,2.102759507,1.3056,1.419026197,27.993,3.63,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,201,25,0.381656424,1.833459033,1.1061,1.824882296,14.0353,4.04,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,131,36,0.285400887,1.950220066,0.9751,1.714366176,14.0411,3.95,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,48,14,0.306817731,2.292469094,1.477,1.33961772,14.9773,3.94,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,90,51,0.306620933,2.403490703,1.0543,1.079823682,15.6511,3.79,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,131,29,0.300938734,2.574874809,1.4163,1.344312817,15.7358,4.22,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,48,1,0.253768813,2.091865036,1.1913,1.384173412,15.9126,3.73,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,48,8,0.25357622,2.646759293,1.4147,1.289394695,17.484,4.19,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,90,66,0.220846802,2.386038543,1.4748,1.222571212,19.7856,3.83,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,90,60,0.224530393,2.160677167,0.93463,1.614774222,20.2344,4,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,11,32,0.226049925,2.340263205,1.47,1.512524903,20.6319,4.08,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,131,42,0.180435992,2.604530524,1.7623,1.325034548,23.1003,4.11,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,11,39,0.185363129,2.181202342,1.7354,1.461837379,23.201,3.83,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,11,26,0.207209358,2.626167443,1.4443,1.365653093,23.7184,4.2,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM40,201,30,0.362014771,1.591994438,0.69136,2.09598624,27.7664,4.05,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,134,59,0.302728929,1.70429812,1.0255,1.732934221,12.9778,3.74,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,21,89,0.252671819,2.025952863,1.0812,1.39128824,13.0347,3.67,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,91,35,0.49709071,2.234256458,0.9436,1.478572668,14.0304,4.21,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,134,67,0.311269328,2.179687151,1.0098,1.428977455,16.4065,3.92,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,61,74,0.322813577,2.031700734,0.94406,1.495423981,16.4964,3.85,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,21,74,0.293245067,2.302835856,0.85611,1.483909372,18.1477,4.08,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,21,83,0.35093105,2.316992449,1.0425,1.511895068,18.6809,4.18,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,189,56,0.300017963,2.013598976,0.94481,1.466422985,19.0449,3.78,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,189,71,0.336007486,1.994124836,0.96474,1.669832514,19.1583,4,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,134,51,0.248995646,2.021350292,1.1198,1.569599253,20.0126,3.84,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,189,64,0.325420118,2.134287404,1.4872,1.369246046,20.0671,3.83,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,61,90,0.249033355,2.75410497,1.6393,0.936164747,20.4492,3.94,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,91,42,0.295127665,2.484404569,1.0291,1.350476754,22.0669,4.13,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM41,91,27,0.43930493,1.82456775,0.56667,1.436129251,24.766,3.7,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM42,109,88,0.304467399,2.535082833,1.2155,0.860276644,13.4266,3.7,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM42,65,75,0.318222713,2.606045116,1.1996,1.315293455,13.6205,4.24,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM42,2,62,0.307294735,2.466770947,1.376,1.315132714,14.1429,4.09,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM42,138,48,0.288006021,2.506589653,1.3877,1.304657351,14.4704,4.1,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM42,109,96,0.299376103,2.138397121,1.2988,0.942248626,15.0823,3.38,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM31,188,94,0.302322601,2.455307504,1.777,1.071912273,16.4108,3.83,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM31,17,81,0.309784782,2.677112343,1.0639,1.473038898,16.5233,4.46,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM31,139,35,0.3502239,2.509961549,1.4831,1.339121739,16.6412,4.2,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM31,118,57,0.308088864,2.402386086,1.1377,1.60951881,20.545,4.32,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM31,188,80,0.550880192,2.163725258,1.525,0.965557385,21.061,3.68,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM31,60,17,0.170049774,2.351745508,1.5092,1.627528317,26.0531,4.15,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,145,71,0.416817307,1.997609635,1.077,1.505416838,11.0393,3.92,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,145,87,0.341554253,1.942645372,1.1595,1.425605558,11.0517,3.71,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,145,78,0.292194006,2.017109849,1.1809,1.490454355,11.948,3.8,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,82,58,0.325151735,1.920641185,1.1886,1.563889533,13.2907,3.81,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,185,55,0.281400595,1.552457714,1.0579,1.766073769,14.3627,3.6,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,185,72,0.255279397,1.73786029,0.64231,2.00686104,15.5718,4,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,8,2,0.291271466,2.400997486,1.2538,1.497330433,15.7753,4.19,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,107,46,0.481428556,2.118997338,0.95471,0.929536962,16.0052,3.53,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,8,10,0.283629012,2.58597085,1.4053,1.289986534,16.1457,4.16,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,8,20,0.211355261,2.440846427,1.3349,1.527195994,17.2835,4.18,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,107,30,0.354733693,2.255123952,0.93647,1.110081872,17.3091,3.72,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,107,39,0.320293199,1.965695482,1.0708,1.363915334,18.4806,3.65,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,82,49,0.344339316,2.165787376,1.0873,1.639895919,21.2548,4.15,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,82,65,0.140640012,2.474157462,1.5278,1.205530925,23.5661,3.82,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM32,185,63,0.541353993,1.969729511,0.84167,1.268893294,33.8388,3.78,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM33,98,59,0.363125707,2.113247548,1.1923,1.483504452,16.0327,3.96,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM33,192,32,0.246340555,2.691149323,1.5219,1.321835359,22.0499,4.26,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM33,98,53,0.168355634,2.394070352,1.3198,0.937275625,24.2896,3.5,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM33,192,41,0.068048905,1.963219525,1.3304,1.739226579,25.3103,3.77,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM34,81,81,0.278907219,1.724484646,1.2235,1.706211045,11.5419,3.71,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM34,81,73,0.311015815,2.095906572,1.2489,1.472560662,12.9289,3.88,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM34,87,26,0.268209217,2.264147355,1.267,1.467423442,15.616,4,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM34,87,41,0.289717105,2.443883098,1.1244,1.266394564,16.2538,4,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM34,81,89,0.223566442,2.326440671,1.6119,1.248678671,16.8224,3.8,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM34,9,88,0.25722682,2.075829346,1.0601,1.526753024,17.2278,3.86,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM34,87,34,0.258285398,2.370096322,1.3718,1.451186599,18.1237,4.08,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM34,156,9,0.25414062,2.134595679,1.6427,1.381207049,18.9665,3.77,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM34,9,80,0.207653948,2.843745571,1.4459,1.208621745,20.1423,4.26,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM34,156,20,0.053592919,2.129402686,2.0716,1.45844369,32.4007,3.64,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM36,144,12,0.279212478,2.204068537,1.187,1.686634599,14.7656,4.17,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM36,183,4,0.315409836,1.74711118,1.5674,1.296686683,15.0573,3.36,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM36,47,23,0.264734707,1.822850977,0.86476,2.302385327,15.2902,4.39,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM36,47,38,0.271631285,1.828212311,0.82509,1.800149234,15.3956,3.9,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM36,183,14,0.286682062,1.850683397,1.4566,1.761983758,16.0765,3.9,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM36,144,18,0.266882678,2.333290827,1.3626,1.449816965,18.9568,4.05,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM36,10,63,0.216450074,1.85001298,0.50075,1.743536986,19.2295,3.81,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM36,47,30,0.256549446,2.251994192,1.0957,1.54149941,20.2658,4.05,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM36,144,3,0.210967517,2.383719137,1.3201,1.475006674,21.6869,4.07,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM36,10,48,0.269964874,2.289902233,0.64395,1.920134767,24.3356,4.48,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM36,183,24,0.364370164,1.487513925,0.8941,1.818038895,28.8954,3.67,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM37,199,6,0.408014206,1.656794459,1.2137,1.875178256,11.9441,3.94,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM37,102,70,0.224935988,2.294802545,1.0932,1.100147277,13.504,3.62,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM37,4,17,0.282661143,1.880473516,1.4547,1.41638112,14.7664,3.58,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM37,126,52,0.312535799,1.875425454,1.0307,1.591991967,16.0746,3.78,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM37,4,1,0.257317122,2.34282139,2.4837,1.082457785,16.927,3.69,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM37,126,69,0.306254741,2.107735309,1.3422,1.665524684,17.4337,4.08,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
6/24/21,NAM37,4,9,0.27225057,2.65978364,1.814,1.067103044,18.9409,4,2021,20.539375,0.4795891,31.75,14.75318362,21.86877976,0.851749573,7.3914,32.91088123,51.7398,95.1484
